lineup_ids,lineup_names,points_for,points_against,total_duration,total_stints,net_points,net_per_60,lineup_side,lineup_display,lineup_ids_tuple,team_id,team_name,avg_player_impact,duration_score,stint_score,recommendation_score
"('1559', '179', '2040', '677', '713')","['Adrian Griffin', 'Bryant Stith', 'Jerome Moiso', 'Eric Williams', 'Chris Carr']",0,2,7,1,-2,-17.142857142857142,home,Adrian Griffin | Bryant Stith | Jerome Moiso | Eric Williams | Chris Carr,"('1559', '179', '2040', '677', '713')",1610612738,Boston Celtics,-0.02102890505283102,0.03783783783783784,0.08333333333333333,-17.042714876738803
"('2042', '2059', '223', '458', '714')","['Courtney Alexander', 'Eduardo Najera', 'Bill Curley', 'Howard Eisley', 'Michael Finley']",0,2,7,1,-2,-17.142857142857142,home,Courtney Alexander | Eduardo Najera | Bill Curley | Howard Eisley | Michael Finley,"('2042', '2059', '223', '458', '714')",1610612742,Dallas Mavericks,-0.038945209392546545,0.03783783783783784,0.08333333333333333,-17.06063118107852
"('1747', '2072', '283', '911', '998')","['Rafer Alston', 'Michael Redd', 'Lindsey Hunter', 'Ervin Johnson', 'Mark Pope']",0,2,7,1,-2,-17.142857142857142,home,Rafer Alston | Michael Redd | Lindsey Hunter | Ervin Johnson | Mark Pope,"('1747', '2072', '283', '911', '998')",1610612749,Milwaukee Bucks,-0.03978516546017126,0.03783783783783784,0.08333333333333333,-17.061471137146142
"('147', '1733', '440', '696', '979')","['Jalen Rose', 'Al Harrington', 'Zan Tabak', 'Travis Best', ""Jermaine O'Neal""]",2,11,31,1,-9,-17.41935483870968,home,Jalen Rose | Al Harrington | Zan Tabak | Travis Best | Jermaine O'Neal,"('147', '1733', '440', '696', '979')",1610612754,Indiana Pacers,-0.03055869999571086,0.16756756756756758,0.08333333333333333,-17.199012637804493
"('123', '1721', '1899', '426', '45')","['Robert Pack', 'Keon Clark', 'James Posey', 'Terry Davis', 'George McCloud']",5,12,24,1,-7,-17.5,home,Robert Pack | Keon Clark | James Posey | Terry Davis | George McCloud,"('123', '1721', '1899', '426', '45')",1610612743,Denver Nuggets,-0.0008676615688537805,0.12972972972972974,0.08333333333333333,-17.287804598505794
"('103', '111', '1887', '1895', '708')","['Todd Day', 'LaPhonso Ellis', 'Wally Szczerbiak', 'William Avery', 'Kevin Garnett']",4,9,17,1,-5,-17.647058823529413,home,Todd Day | LaPhonso Ellis | Wally Szczerbiak | William Avery | Kevin Garnett,"('103', '111', '1887', '1895', '708')",1610612750,Minnesota Timberwolves,0.00200004449822874,0.0918918918918919,0.08333333333333333,-17.469833553805962
"('1538', '1714', '1889', '221', '445')","['Cedric Henderson', 'Robert Traylor', 'Andre Miller', 'Clar. Weatherspoon', 'Wesley Person']",2,7,17,1,-5,-17.647058823529413,home,Cedric Henderson | Robert Traylor | Andre Miller | Clar. Weatherspoon | Wesley Person,"('1538', '1714', '1889', '221', '445')",1610612739,Cleveland Cavaliers,0.0011618053653371402,0.0918918918918919,0.08333333333333333,-17.47067179293885
"('1718', '179', '2040', '677', '958')","['Paul Pierce', 'Bryant Stith', 'Jerome Moiso', 'Eric Williams', 'Vitaly Potapenko']",2,5,10,2,-3,-18.0,home,Paul Pierce | Bryant Stith | Jerome Moiso | Eric Williams | Vitaly Potapenko,"('1718', '179', '2040', '677', '958')",1610612738,Boston Celtics,-0.01493648602399364,0.05405405405405406,0.16666666666666666,-17.794215765303274
"('1503', '2034', '255', '353', '448')","['Tracy McGrady', 'Mike Miller', 'Grant Hill', 'Darrell Armstrong', 'Bo Outlaw']",1,7,20,1,-6,-18.0,home,Tracy McGrady | Mike Miller | Grant Hill | Darrell Armstrong | Bo Outlaw,"('1503', '2034', '255', '353', '448')",1610612753,Orlando Magic,-0.01052303653534832,0.10810810810810811,0.08333333333333333,-17.81908159509391
"('2101', '339', '467', '915', '916')","['Paul McPherson', 'Tom Gugliotta', 'Jason Kidd', 'Rodney Rogers', 'Corie Blount']",0,3,10,1,-3,-18.0,home,Paul McPherson | Tom Gugliotta | Jason Kidd | Rodney Rogers | Corie Blount,"('2101', '339', '467', '915', '916')",1610612756,Phoenix Suns,0.018908876556459762,0.05405405405405406,0.08333333333333333,-17.843703736056156
"('109', '296', '375', '406', '977')","['Robert Horry', 'Rick Fox', 'Isaiah Rider', ""Shaquille O'Neal"", 'Kobe Bryant']",0,3,10,1,-3,-18.0,home,Robert Horry | Rick Fox | Isaiah Rider | Shaquille O'Neal | Kobe Bryant,"('109', '296', '375', '406', '977')",1610612747,Los Angeles Lakers,0.009213391596280601,0.05405405405405406,0.08333333333333333,-17.853399221016335
"('1732', '1916', '393', '436', '782')","['Felipe Lopez', 'Calvin Booth', 'Rod Strickland', 'Juwan Howard', 'Mitch Richmond']",0,3,10,1,-3,-18.0,home,Felipe Lopez | Calvin Booth | Rod Strickland | Juwan Howard | Mitch Richmond,"('1732', '1916', '393', '436', '782')",1610612764,Washington Wizards,0.00884245063340702,0.05405405405405406,0.08333333333333333,-17.85377016197921
"('1425', '1915', '271', '383', '446')","['Aaron Williams', 'Evan Eschmeyer', 'Johnny Newman', 'Kendall Gill', 'Lucious Harris']",0,3,10,1,-3,-18.0,home,Aaron Williams | Evan Eschmeyer | Johnny Newman | Kendall Gill | Lucious Harris,"('1425', '1915', '271', '383', '446')",1610612751,Brooklyn Nets,0.00738167421295296,0.05405405405405406,0.08333333333333333,-17.85523093839966
"('1533', '1544', '1728', '1891', '2035')","['Anthony Johnson', 'Chris Crawford', 'Roshown McLeod', 'Jason Terry', 'DerMarr Johnson']",0,3,10,1,-3,-18.0,home,Anthony Johnson | Chris Crawford | Roshown McLeod | Jason Terry | DerMarr Johnson,"('1533', '1544', '1728', '1891', '2035')",1610612737,Atlanta Hawks,-0.01686865654660254,0.05405405405405406,0.08333333333333333,-17.879481269159218
"('1533', '1728', '1891', '2035', '2069')","['Anthony Johnson', 'Roshown McLeod', 'Jason Terry', 'DerMarr Johnson', 'Hanno Mottola']",2,5,10,1,-3,-18.0,home,Anthony Johnson | Roshown McLeod | Jason Terry | DerMarr Johnson | Hanno Mottola,"('1533', '1728', '1891', '2035', '2069')",1610612737,Atlanta Hawks,-0.02085854864819678,0.05405405405405406,0.08333333333333333,-17.88347116126081
"('1501', '1747', '283', '679', '911')","['Tim Thomas', 'Rafer Alston', 'Lindsey Hunter', 'Jason Caffey', 'Ervin Johnson']",0,3,10,1,-3,-18.0,home,Tim Thomas | Rafer Alston | Lindsey Hunter | Jason Caffey | Ervin Johnson,"('1501', '1747', '283', '679', '911')",1610612749,Milwaukee Bucks,-0.02466835409914866,0.05405405405405406,0.08333333333333333,-17.887280966711764
"('1110', '1505', '1711', '1721', '1899')","['Mark Strickland', 'Tariq Abdul-Wahad', 'Raef LaFrentz', 'Keon Clark', 'James Posey']",-91,-77,46,1,-14,-18.26086956521739,home,Mark Strickland | Tariq Abdul-Wahad | Raef LaFrentz | Keon Clark | James Posey,"('1110', '1505', '1711', '1721', '1899')",1610612743,Denver Nuggets,-0.00029386208512704076,0.24864864864864866,0.08333333333333333,-17.929181445320538
"('164', '275', '779', '84', '948')","['Chris Childs', 'Allan Houston', 'Glen Rice', 'Latrell Sprewell', 'Marcus Camby']",0,4,13,2,-4,-18.461538461538463,home,Chris Childs | Allan Houston | Glen Rice | Latrell Sprewell | Marcus Camby,"('164', '275', '779', '84', '948')",1610612752,New York Knicks,0.01344726973073902,0.07027027027027027,0.16666666666666666,-18.211154254870785
"('1444', '1513', '1517', '468', '978')","['Lawrence Funderburke', 'Scot Pollard', 'Bobby Jackson', 'Jon Barry', 'Peja Stojakovic']",2,10,26,1,-8,-18.461538461538463,home,Lawrence Funderburke | Scot Pollard | Bobby Jackson | Jon Barry | Peja Stojakovic,"('1444', '1513', '1517', '468', '978')",1610612758,Sacramento Kings,0.0087819996489585,0.14054054054054055,0.08333333333333333,-18.22888258801563
"('208', '281', '283', '299', '679')","['Sam Cassell', 'Scott Williams', 'Lindsey Hunter', 'Glenn Robinson', 'Jason Caffey']",1,5,13,2,-4,-18.461538461538463,home,Sam Cassell | Scott Williams | Lindsey Hunter | Glenn Robinson | Jason Caffey,"('208', '281', '283', '299', '679')",1610612749,Milwaukee Bucks,-0.00493278684829764,0.07027027027027027,0.16666666666666666,-18.22953431144982
"('1541', '1600', '2050', '213', '895')","['Alvin Williams', 'Kornel David', 'Morris Peterson', 'Antonio Davis', 'Tyrone Corbin']",0,4,13,1,-4,-18.461538461538463,home,Alvin Williams | Kornel David | Morris Peterson | Antonio Davis | Tyrone Corbin,"('1541', '1600', '2050', '213', '895')",1610612761,Toronto Raptors,0.0045262737817870205,0.07027027027027027,0.08333333333333333,-18.303408584153072
"('1505', '1721', '1899', '45', '89')","['Tariq Abdul-Wahad', 'Keon Clark', 'James Posey', 'George McCloud', 'Nick Van Exel']",0,4,13,1,-4,-18.461538461538463,home,Tariq Abdul-Wahad | Keon Clark | James Posey | George McCloud | Nick Van Exel,"('1505', '1721', '1899', '45', '89')",1610612743,Denver Nuggets,0.0017290648376589398,0.07027027027027027,0.08333333333333333,-18.306205793097202
"('1723', '1889', '221', '441', '980')","['Matt Harpring', 'Andre Miller', 'Clar. Weatherspoon', 'Lamond Murray', 'Zydrunas Ilgauskas']",0,4,13,1,-4,-18.461538461538463,home,Matt Harpring | Andre Miller | Clar. Weatherspoon | Lamond Murray | Zydrunas Ilgauskas,"('1723', '1889', '221', '441', '980')",1610612739,Cleveland Cavaliers,-0.01089368362829082,0.07027027027027027,0.08333333333333333,-18.31882854156315
"('1607', '2034', '353', '42', '448')","['Troy Hudson', 'Mike Miller', 'Darrell Armstrong', 'Monty Williams', 'Bo Outlaw']",0,4,13,1,-4,-18.461538461538463,home,Troy Hudson | Mike Miller | Darrell Armstrong | Monty Williams | Bo Outlaw,"('1607', '2034', '353', '42', '448')",1610612753,Orlando Magic,-0.0152860491354738,0.07027027027027027,0.08333333333333333,-18.323220907070333
"('1500', '1802', '1882', '1897', '1913')","['Ron Mercer', 'Brad Miller', 'Elton Brand', 'Metta World Peace', 'Michael Ruffin']",2,6,13,1,-4,-18.461538461538463,home,Ron Mercer | Brad Miller | Elton Brand | Metta World Peace | Michael Ruffin,"('1500', '1802', '1882', '1897', '1913')",1610612741,Chicago Bulls,-0.02112308138562562,0.07027027027027027,0.08333333333333333,-18.329057939320485
"('1736', '1882', '1897', '1913', '2033')","['Corey Benjamin', 'Elton Brand', 'Metta World Peace', 'Michael Ruffin', 'Marcus Fizer']",0,4,13,1,-4,-18.461538461538463,home,Corey Benjamin | Elton Brand | Metta World Peace | Michael Ruffin | Marcus Fizer,"('1736', '1882', '1897', '1913', '2033')",1610612741,Chicago Bulls,-0.02342146983460114,0.07027027027027027,0.08333333333333333,-18.331356327769463
"('1562', '1888', '393', '63', '685')","['Gerard King', 'Richard Hamilton', 'Rod Strickland', 'Michael Smith', 'Cherokee Parks']",2,7,16,2,-5,-18.75,home,Gerard King | Richard Hamilton | Rod Strickland | Michael Smith | Cherokee Parks,"('1562', '1888', '393', '63', '685')",1610612764,Washington Wizards,0.01276552030040006,0.08648648648648649,0.16666666666666666,-18.484081326546445
"('1723', '1889', '221', '423', '441')","['Matt Harpring', 'Andre Miller', 'Clar. Weatherspoon', 'Chris Gatling', 'Lamond Murray']",4,16,38,2,-12,-18.94736842105263,home,Matt Harpring | Andre Miller | Clar. Weatherspoon | Chris Gatling | Lamond Murray,"('1723', '1889', '221', '423', '441')",1610612739,Cleveland Cavaliers,-0.01998057611724516,0.20540540540540542,0.16666666666666666,-18.595276925097803
"('1500', '1724', '1802', '1882', '697')","['Ron Mercer', 'Bryce Drew', 'Brad Miller', 'Elton Brand', 'Fred Hoiberg']",0,5,16,1,-5,-18.75,home,Ron Mercer | Bryce Drew | Brad Miller | Elton Brand | Fred Hoiberg,"('1500', '1724', '1802', '1882', '697')",1610612741,Chicago Bulls,-0.03197440544839288,0.08648648648648649,0.08333333333333333,-18.612154585628573
"('1541', '177', '2050', '788', '891')","['Alvin Williams', 'Muggsy Bogues', 'Morris Peterson', 'Kevin Willis', 'Charles Oakley']",0,6,19,1,-6,-18.94736842105263,home,Alvin Williams | Muggsy Bogues | Morris Peterson | Kevin Willis | Charles Oakley,"('1541', '177', '2050', '788', '891')",1610612761,Toronto Raptors,0.0024364241575215396,0.10270270270270271,0.08333333333333333,-18.75889596085907
"('1733', '365', '397', '64', '979')","['Al Harrington', 'Derrick McKey', 'Reggie Miller', 'Sam Perkins', ""Jermaine O'Neal""]",1,8,22,2,-7,-19.09090909090909,home,Al Harrington | Derrick McKey | Reggie Miller | Sam Perkins | Jermaine O'Neal,"('1733', '365', '397', '64', '979')",1610612754,Indiana Pacers,-0.01516278097932206,0.11891891891891893,0.16666666666666666,-18.820486286302824
"('1890', '2091', '361', '467', '53')","['Shawn Marion', 'Daniel Santiago', 'Clifford Robinson', 'Jason Kidd', 'Mario Elie']",-98,-90,25,1,-8,-19.2,home,Shawn Marion | Daniel Santiago | Clifford Robinson | Jason Kidd | Mario Elie,"('1890', '2091', '361', '467', '53')",1610612756,Phoenix Suns,0.018216121627903016,0.13513513513513514,0.08333333333333333,-18.96331540990363
"('1548', '1559', '1594', '1718', '179')","['Mark Blount', 'Adrian Griffin', 'Rick Brunson', 'Paul Pierce', 'Bryant Stith']",4,13,28,2,-9,-19.28571428571429,home,Mark Blount | Adrian Griffin | Rick Brunson | Paul Pierce | Bryant Stith,"('1548', '1559', '1594', '1718', '179')",1610612738,Boston Celtics,-0.02746776742013668,0.15135135135135136,0.16666666666666666,-18.995164035116407
"('1477', '1853', '190', '193', '896')","['Bruce Bowen', 'Anthony Carter', 'Duane Causwell', 'Anthony Mason', 'Tim Hardaway']",0,9,28,1,-9,-19.28571428571429,home,Bruce Bowen | Anthony Carter | Duane Causwell | Anthony Mason | Tim Hardaway,"('1477', '1853', '190', '193', '896')",1610612748,Miami Heat,-0.01259883496163984,0.15135135135135136,0.08333333333333333,-19.063628435991244
"('133', '136', '1884', '469', '695')","['David Wesley', 'P.J. Brown', 'Baron Davis', 'Jamal Mashburn', 'Eldridge Recasner']",-81,-65,49,1,-16,-19.591836734693874,home,David Wesley | P.J. Brown | Baron Davis | Jamal Mashburn | Eldridge Recasner,"('133', '136', '1884', '469', '695')",1610612766,Charlotte Hornets,0.0009127370025905203,0.2648648648648649,0.08333333333333333,-19.242725799493087
"('121', '1739', '1741', '1742', '2046')","['Patrick Ewing', 'Ruben Patterson', 'Jelani McCoy', 'Shammond Williams', 'Desmond Mason']",0,6,18,2,-6,-20.0,home,Patrick Ewing | Ruben Patterson | Jelani McCoy | Shammond Williams | Desmond Mason,"('121', '1739', '1741', '1742', '2046')",1610612760,Oklahoma City Thunder,0.006503622508022401,0.0972972972972973,0.16666666666666666,-19.72953241352801
"('1501', '1747', '679', '911', '998')","['Tim Thomas', 'Rafer Alston', 'Jason Caffey', 'Ervin Johnson', 'Mark Pope']",2,7,15,2,-5,-20.0,home,Tim Thomas | Rafer Alston | Jason Caffey | Ervin Johnson | Mark Pope,"('1501', '1747', '679', '911', '998')",1610612749,Milwaukee Bucks,-0.029476957949887424,0.08108108108108109,0.16666666666666666,-19.78172921020214
"('136', '1924', '2048', '469', '695')","['P.J. Brown', 'Lee Nailon', 'Jamaal Magloire', 'Jamal Mashburn', 'Eldridge Recasner']",0,2,6,2,-2,-20.0,home,P.J. Brown | Lee Nailon | Jamaal Magloire | Jamal Mashburn | Eldridge Recasner,"('136', '1924', '2048', '469', '695')",1610612766,Charlotte Hornets,0.015097779954165702,0.032432432432432434,0.16666666666666666,-19.785803120946735
"('164', '275', '703', '779', '913')","['Chris Childs', 'Allan Houston', 'Kurt Thomas', 'Glen Rice', 'Larry Johnson']",0,7,21,1,-7,-20.0,home,Chris Childs | Allan Houston | Kurt Thomas | Glen Rice | Larry Johnson,"('164', '275', '703', '779', '913')",1610612752,New York Knicks,0.01717991960061702,0.11351351351351352,0.08333333333333333,-19.785973233552536
"('1710', '1722', '1800', '3', '51')","['Mike Bibby', 'Michael Dickerson', 'Damon Jones', 'Grant Long', 'Mahmoud Abdul-Rauf']",0,5,15,1,-5,-20.0,home,Mike Bibby | Michael Dickerson | Damon Jones | Grant Long | Mahmoud Abdul-Rauf,"('1710', '1722', '1800', '3', '51')",1610612763,Memphis Grizzlies,0.014404068096484379,0.08108108108108109,0.08333333333333333,-19.8211815174891
"('166', '270', '296', '406', '977')","['Ron Harper', 'Horace Grant', 'Rick Fox', ""Shaquille O'Neal"", 'Kobe Bryant']",2,7,15,1,-5,-20.0,home,Ron Harper | Horace Grant | Rick Fox | Shaquille O'Neal | Kobe Bryant,"('166', '270', '296', '406', '977')",1610612747,Los Angeles Lakers,0.006326105149666761,0.08108108108108109,0.08333333333333333,-19.82925948043592
"('1713', '213', '349', '722', '891')","['Vince Carter', 'Antonio Davis', 'Mark Jackson', 'Corliss Williamson', 'Charles Oakley']",1,4,9,1,-3,-20.0,home,Vince Carter | Antonio Davis | Mark Jackson | Corliss Williamson | Charles Oakley,"('1713', '213', '349', '722', '891')",1610612761,Toronto Raptors,0.03572621618620886,0.04864864864864865,0.08333333333333333,-19.83229180183181
"('123', '1721', '1899', '426', '702')","['Robert Pack', 'Keon Clark', 'James Posey', 'Terry Davis', 'Voshon Lenard']",0,5,15,1,-5,-20.0,home,Robert Pack | Keon Clark | James Posey | Terry Davis | Voshon Lenard,"('123', '1721', '1899', '426', '702')",1610612743,Denver Nuggets,0.002353476572227279,0.08108108108108109,0.08333333333333333,-19.83323210901336
"('1499', '179', '1914', '2040', '713')","['Tony Battie', 'Bryant Stith', 'Chris Herren', 'Jerome Moiso', 'Chris Carr']",0,7,21,1,-7,-20.0,home,Tony Battie | Bryant Stith | Chris Herren | Jerome Moiso | Chris Carr,"('1499', '179', '1914', '2040', '713')",1610612738,Boston Celtics,-0.031418990242367675,0.11351351351351352,0.08333333333333333,-19.834572143395523
"('1051', '1497', '1895', '210', '324')","['Dean Garrett', 'Chauncey Billups', 'William Avery', 'Terrell Brandon', 'Anthony Peeler']",0,5,15,1,-5,-20.0,home,Dean Garrett | Chauncey Billups | William Avery | Terrell Brandon | Anthony Peeler,"('1051', '1497', '1895', '210', '324')",1610612750,Minnesota Timberwolves,-0.00919403526449452,0.08108108108108109,0.08333333333333333,-19.844779620850083
"('1499', '1718', '179', '677', '72')","['Tony Battie', 'Paul Pierce', 'Bryant Stith', 'Eric Williams', 'Kenny Anderson']",2,7,15,1,-5,-20.0,home,Tony Battie | Paul Pierce | Bryant Stith | Eric Williams | Kenny Anderson,"('1499', '1718', '179', '677', '72')",1610612738,Boston Celtics,-0.017420279427412158,0.08108108108108109,0.08333333333333333,-19.853005865013
"('1541', '213', '349', '722', '891')","['Alvin Williams', 'Antonio Davis', 'Mark Jackson', 'Corliss Williamson', 'Charles Oakley']",0,2,6,1,-2,-20.0,home,Alvin Williams | Antonio Davis | Mark Jackson | Corliss Williamson | Charles Oakley,"('1541', '213', '349', '722', '891')",1610612761,Toronto Raptors,0.03099345721785838,0.032432432432432434,0.08333333333333333,-19.853240777016378
"('1088', '1112', '2043', '376', '711')","['Chucky Atkins', 'Ben Wallace', 'Mateen Cleaves', 'Eric Montross', 'Jerry Stackhouse']",2,6,12,1,-4,-20.0,home,Chucky Atkins | Ben Wallace | Mateen Cleaves | Eric Montross | Jerry Stackhouse,"('1088', '1112', '2043', '376', '711')",1610612765,Detroit Pistons,-0.008017402647061838,0.06486486486486487,0.08333333333333333,-19.859819204448865
"('1088', '146', '2043', '693', '966')","['Chucky Atkins', 'Jud Buechler', 'Mateen Cleaves', 'Joe Smith', 'Jerome Williams']",0,2,6,1,-2,-20.0,home,Chucky Atkins | Jud Buechler | Mateen Cleaves | Joe Smith | Jerome Williams,"('1088', '146', '2043', '693', '966')",1610612765,Detroit Pistons,0.02024330284404036,0.032432432432432434,0.08333333333333333,-19.863990931390195
"('1477', '1853', '190', '193', '896')","['Bruce Bowen', 'Anthony Carter', 'Duane Causwell', 'Anthony Mason', 'Tim Hardaway']",0,4,12,1,-4,-20.0,home,Bruce Bowen | Anthony Carter | Duane Causwell | Anthony Mason | Tim Hardaway,"('1477', '1853', '190', '193', '896')",1610612748,Miami Heat,-0.01259883496163984,0.06486486486486487,0.08333333333333333,-19.864400636763442
